NLRX,NATIONAL LIME & STONE COMPANY,,,,,
NLSB,NORTHEAST LOGISTICS SERVICES INC,,,,,
NLSD,"NELSON, DARREN TRUCKING",,,,,
NLSF,NELSON TRANSIT LLC,,,,,
NLSH,NALLS SPECIALIZED HAULING INC,,,,,
NLSJ,N L S TRUCKING LLC,,,,,
NLSL,NETWORK LOGISTICS SERVICE LLC,,,,,
NLSQ,NEBRASKA LOWBOY SERVICE INC,,,,,
NLSR,NLS INTERNATIONAL INC,,,,,
NLSS,"NORTON LILLY AND CO., INC.",,,,,
NLSW,NAVIERA LILAMAR SA,,,,,
NLSY,NATIONAL LOGISTICS SERVICE GROUP LL,,,,,
NLSZ,TRANS OCEAN CHASSIS CORPORATION,,,,,
NLTF,N L TECHNOLOGIES,,,,,
NLTI,NORTHERN LIGHTS TRANSPORT INC,,,,,
NLTJ,NO LIMIT TRANSPORTATION LLC,,,,,
NLTO,NILE TRANSPORTATION,,,,,
NLTP,NILES TRANSPORTATION INC,,,,,
NLTT,NLT TRANSPORTATION LTD,,,,,
NLTV,"NOLT, VIRGIL TRUCKING LLC",,,,,
NLTW,NALL TRANSPORT INC,,,,,
NLTX,CELTRAN INC A SUBSIDIARY OF ,,,,,
NLTY,NETFOR LTD,,,,,
NLUS,NYK LOGISTICS (AMERICAS) INC,,,,,
NLVT,NATURALLY VT,,,,,
NLWL,NEDLAW LIVING WALLS,,,,,
NLXP,NATIONAL EXPRESS INC,,,,,
NMAC,NEDA MARITIME AGENCY CO LTD,,,,,
NMAG,NORKO MARINE AGENCY INC,,,,,
NMAI,NOR-MAR INDUSTRIES LTD,,,,,
NMAS,NORTHLAND STEEL & TRIM LLC,,,,,
NMAU,NAVAL AIR SYSTEMS ,,,,,
NMBG,NAVIGATION MARITIME BULGARE,,,,,
NMCA,NORTHLAND MAINTENANCE COMPANY,,,,,
NMCC,NISSAN MOTOR CAR CARRIER CO,,,,,
NMCG,NMC LOGISITICS INTERNATIONAL INC,,,,,
NMCH,NATIONAL TRANSPORTATION COMPANY INC,,,,,
NMCL,NMC LOGISTICS INTERNATIONAL CO LTD,,,,,
NMCO,NEW MARINE CONSOLIDATION CO LTD,,,,,
NMCW,NIEVES MARITIME CORP,,,,,
NMDE,NOMADE TRANSPORT,,,,,
NMDG,NORTH MISSISSIPPI DEVELOPMENT GROUP,,,,,
NMDI,NATURESMATE DISTRIBUTION INC,,,,,
NMDO,NEW MEXICO DISTRIBUTING,,,,,
NMEC,NUCHOICE MEDICAL,,,,,
NMEI,NEWMARKE,,,,,
NMEL,NOR-AM ENTERPRISES LTD,,,,,
NMEN,N MENU INT'L,,,,,
NMFH,NATIONAL MOTOR FREIGHT LLC,,,,,
NMFN,NIAGARA MOTOR FREIGHT INC,,,,,
NMFU,NATIONAL OCEANOGRAPHY CENTRE,,,,,
NMGD,NORTHLAND MONUMENT GRANITE DESIGNS,,,,,
NMGH,NEWNES-MCGE,,,,,
NMGR,NEW MEXICO GATEWAY RAILROAD LLC,,,,,
NMHO,"NEUMAN, EUGENE HOMER",,,,,
NMHU,INDUSTRIAL GASES LIMITED,,,,,
NMID,"NIEMI, DOUG TRUCKING",,,,,
NMIK,NORTHERN MANAGEMENT INC,,,,,
NMIN,NOBLERA MOTORS INC,,,,,
NMIQ,NEMCO MOTORSPORTS INC,,,,,
NMIR,NORTHERN MARINE INC,,,,,
NMIS,NOESAM INC,,,,,
NMIX,NSC MINERALS INC,,,,,
NMJA,"NAVARRO MIRELES, JORGE ARTURO",,,,,
NMJD,NEW MILLENNIUM JOIST & DECK DE MEXI,,,,,
NMJR,"NEVAREZ MORENO, JOSE RAMON",,,,,
NMKE,"NEVLAND, MIKE & SONS",,,,,
NMKU,JSC MMC NORILSK NICKEL,,,,,
NMLD,NOMAD LTD,,,,,
NMLN,NMOTION LOGISTICS INC,,,,,
NMLS,NIAGARA METALS LLC,,,,,
NMLU,NORMED INTERNATIONAL BV,,,,,
NMMC,N M M C,,,,,
NMMD,NOSI MARITIME LTD,,,,,
NMME,NMM ENTERPRISES INC,,,,,
NMML,NORTHERN MARINE MANAGEMENT LTD,,,,,
NMNL,NENA MARINE LTD,,,,,
NMNT,NEUMAN TRUCKING INC,,,,,
NMON,NEW MOON EXPRESS LTD,,,,,
NMOV,NATIONAL MOVE MANAGEMENT CO INC,,,,,
NMRE,NAUTICAL MARINE INC,,,,,
NMRU,NOKIAN METALLIRAKENNE,,,,,
NMRX,NEW MEXICO DEPARTMENT OF TRANSPORTA,,,,,
NMSM,NORTHSHORE MANAGEMENT SYSTEMS INC,,,,,
NMSN,NORTHERN MANAGEMENT SERVICES INC,,,,,
NMSQ,NORTHWEST MOVING & STORAGE INC,,,,,
NMSX,NEW MEXICO STEAM LOCOMOTIVE AND RAI,,,,,
NMTC,NEW MILLENNIUM TRANSPORTATION LLC,,,,,
NMTF,N & M TRANSFER CO INC,,,,,
NMTG,NEMITZ TRUCKING,,,,,
NMTN,NMT LINES,,,,,
NMTQ,"NEAVES, MIKE TRUCKING INC",,,,,
NMTS,NEW MEXICO TEXAS COACHES LLC,,,,,
NMVG,NAUM MOVING & STORAGE CO INC,,,,,
NMVI,NATIONAL MEDI-VANS INC,,,,,
NMVL,"NICHOLSON, M VENTURES LTD",,,,,
NMVT,NEW MARKET VETERANS LLC,,,,,
NMWY,"NORMAN, WAYNE TRUCKING",,,,,
NMYC,NEMY CAR LTD,,,,,
NMYN,NUMBER NINE HAY LLC,,,,,
NNAC,NEREUS NAVIGATION COMPANY LIMITED,,,,,
NNAN,NATS NORTH AMERICA'S TRANSPORTATION,,,,,
NNAP,NORTHERN AIRE TRANSPORT LLC,,,,,
NNBC,NINE ZERO ZERO SEVEN-THREE ONE ZERO,,,,,
NNCC,NORTHERN CARRIER LLC,,,,,
NNCM,NIREUS NAVIGATION COMPANY LIMITED,,,,,
NNCP,NATIONAL NAIL CORP,,,,,
NNDL,"NELSON, DARRELL",,,,,
NNDU,NAVIERA NEPTUNO DEL PERU SA,,,,,
NNEA,NAVEX-NAVIGA,,,,,
NNEC,NOONAN ENERGY CORP,,,,,
NNEF,NINE ONE FOUR ZERO-ONE NINE NINE TW,,,,,
NNFF,NINE ZERO NINE FIVE FIVE FOUR NINE,,,,,
NNFL,NFL NATIONAL FREIGHT LOGISTICS LLC,,,,,
NNFN,MPI DRILLING,,,,,
NNFQ,NINE ZERO ZERO THREE- FOUR SEVEN NI,,,,,
NNGS,NORTHERN AG SERVICE INC,,,,,
NNHQ,NINE ONE THREE ONE-NINE FIVE FIVE E,,,,,
NNIB,NUBS NIBBLES LLC,,,,,
NNIL,NII NORTHERN INTERNATIONAL,,,,,
NNIU,NAUTICA LINE,,,,,
NNKG,NIELSEN TRUCKING CO,,,,,
NNKI,NAVAS TRUCKING INC,,,,,
NNKL,NELSON TRUCKING LOGISTICS INC,,,,,
NNLC,NINE - NORTH LOGISTICS INC,,,,,
NNLG,N & N LOGISTICS INC,,,,,
NNLI,NEMTAS NEMRUT LIMAN ISLETMELERI A S,,,,,
NNLL,NAMRON LOGISTICS LLC,,,,,
NNME,"NELSON, MIKE",,,,,
NNOE,NINE ONE THREE EIGHT-EIGHT SIX ONE,,,,,
NNOG,NORTH NATIONAL OUTDOOR GROUP INC,,,,,
NNPW,NIC NAK PATTI WACK,,,,,
NNQB,NINE ONE FIVE FOUR-EIGHT SIX ,,,,,
NNQC,NINE ONE THREE NINE-FOUR ZERO TWO T,,,,,
NNRA,NNR AIRCARGO SERVICE (USA INC),,,,,
NNRC,NNR GLOBAL LOGISTICS USA INC,,,,,
NNSB,NINE ZERO ONE SIX-ONE ONE SIX ,,,,,
NNSL,NORTHERN SERVICE LLC,,,,,
NNSN,NORTHERN LEASING INC,,,,,
NNSX,NEWPORT NEWS SHIPBUILDING & DRY DOC,,,,,
NNTC,NINE ZERO ZERO NINE-THREE NINE FOUR,,,,,
NNTD,NANETTE DISTRIBUTOR INC,,,,,
NNTF,NINE ZERO SIX EIGHT NINE TWO FOUR O,,,,,
NNTI,N & N TRANSPORT INC,,,,,
NNTP,NINETY NINE (99) TRANSPORT INC,,,,,
NNTR,N & N TRUCKING,,,,,
NNVC,NATIONAL NAVIGATION CO CAIRO EGYPT,,,,,
NNW,NEBRASKA NORTHWESTERN RAILROAD INC.,,,,,
NNWT,N N W TRUCKING INC,,,,,
NNXI,NELSONS TRANSPORT INC,,,,,
NNXT,NORTENO TRANSPORT,,,,,
NNYX,NATIONAL NEW YORK CENTRAL RAILROAD,,,,,
NNZN,NINE NINE ZERO ZERO ZERO NINE (9900,,,,,
NOAB,NORTHRIDGE TRANSPORT LTD,,,,,
NOAC,NORTH ATLANTIC ENTERPRISES,,,,,
NOAE,NORTHWEST MUSIC,,,,,
NOAH,NOAHS CART LLC,,,,,
NOAI,NORTH AMERICAN VAN LINES OF TEXAS I,,,,,
NOAK,NORTHWEST RELEASING LTD,,,,,
NOAL,NINE ZERO FIVE EIGHT-SEVEN FIVE ONE,,,,,
NOAO,N W SHIPPERS INC,,,,,
NOAR,NORTHERN AIR CARGO INC,,,,,
NOAS,NINE ONE FIVE FOUR-EIGHT FOUR ZERO,,,,,
NOAU,HAERENS FORSYNINGSKOMMAND,,,,,
NOAW,NINE ONE SEVEN SIX-FOUR TWO TWO ,,,,,
NOBA,NEAL OIL & AUTO CENTER INC,,,,,
NOBD,NORMANS TRUCKING,,,,,
NOBE,NINE ZERO FOUR ONE-ONE TWO TWO FOUR,,,,,
NOBG,NOBLE GROUP LIMITED,,,,,
NOBI,NINE ONE ZERO SEVEN-TWO FOUR ONE TH,,,,,
NOBJ,NINE ONE SEVEN EIGHT-ONE EIGHT NINE,,,,,
NOBN,NIAGARA ORCHARD SERVICES,,,,,
NOBP,NINE ONE FIVE SEVEN-ONE FIVE ZERO F,,,,,
NOBS,NOBIS LOGISTICS LLC,,,,,
NOBT,NORWEGIAN BULK TRANSPORT,,,,,
NOBU,NORDIC BULKERS AB,,,,,
NOCA,NITROUS OXIDE OF CANADA,,,,,
NOCB,NINE ONE FIVE FIVE-ONE THREE EIGHT,,,,,
NOCC,NORIGE OIL CO INC,,,,,
NOCD,NORDMAN TRUCKING,,,,,
NOCF,NINE ONE THRE ONE-FOUR SIX NINE ZER,,,,,
NOCH,"NOLT, AARON JR",,,,,
NOCI,NEIL OIL COMPANY INC,,,,,
NOCM,NORTH COUNTRY MOVING & STORAGE,,,,,
NOCP,NORTH CANTON TRANSFER CO,,,,,
NOCT,NOC TRUCKING,,,,,
NOCU,NORA SPA,,,,,
NODA,NORDANA LINE AS,,,,,
NODC,NOMAD CASES INC,,,,,
NODI,NATIONAL OAK DISTRIBUTORS INC,,,,,
NODK,NORTH OKANAGAN DISTRIBUTORS,,,,,
NODL,NORTHDALE OIL INC,,,,,
NODO,NINE ONE THREE ONE-ONE FIVE SEVEN O,,,,,
NODU,NORDANA LINE AS,,,,,
NODY,NORDANG TRUCKING-BIG RIVER FREIGHT,,,,,
NOEB,NORTON OIL CO,,,,,
NOEC,NINE ONE TWO SEVEN TWO EIGHT NINE E,,,,,
NOED,NOE,,,,,
NOEF,NORTHEAST FREIGHTWAYS INC,,,,,
NOEG,NINE ONE EIGHT SIX-FOUR THREE ,,,,,
NOEH,NINE ONE ONE EIGHT-NINE ONE SIX ,,,,,
NOEI,NORTHERN LIGHTS TRANSPORT LTD,,,,,
NOEK,NINE ONE EIGHT ONE-THREE THREE THRE,,,,,
NOEL,NOEL TRUCKING LLC,,,,,
NOER,NINE ONE SIX EIGHT-EIGHT FIVE T,,,,,
NOES,NORTHEAST REFRIGERATED DISTRIBUTING,,,,,
NOET,NINE ONE THREE FOUR FIVE ,,,,,
NOEV,NINE ONE FOUR EIGHT-SEVEN FIVE FOUR,,,,,
NOEW,"NOYES, EARLE W & SON",,,,,
NOEY,NINE ONE EIGHT ONE-THREE THREE ZERO,,,,,
NOFE,NINE ONE FOUR THREE-NINE FIVE FIVE,,,,,
NOFG,NINE ONE FIVE NINE-FOUR THREE ,,,,,
NOFH,NINE ONE FIVE FOUR ONE SEVEN FIVE F,,,,,
NOFI,NINE ONE FIVE FIVE-NINE ZERO SIX TW,,,,,
NOFK,NINE ONE ZERO ONE-FIVE EIGHT THREE,,,,,
NOFL,NINE ONE FIVE THREE-SEVEN EIGHT FOU,,,,,
NOFM,NOTT FARMS (ONT) LTD,,,,,
NOFQ,NINE ZERO SIX ONE-SIX SEVEN ONE FIV,,,,,
NOFW,NINE ONE THREE FOUR-EIGHT ONE TWO E,,,,,
NOGC,NEW ORLEANS & GULF COAST RAILWAY ,,,,,
NOGD,NEXTTEE OIL & GAS TRADING CO NIGERI,,,,,
NOGI,NATIONAL OIL & GAS INC,,,,,
NOGO,NINE ONE SIZ ZERO - ONE FOUR TWO SE,,,,,
NOGT,NORTHERN GAS TRANSPORT INC,,,,,
NOHD,NINE ONE SEVEN THREE - FIVE TWO ONE,,,,,
NOHE,NORTHSHORE TRANSPORTATION CO INC,,,,,
NOHL,NUGGET OILFIELD HAULING LTD,,,,,
NOIB,NICS OIL INC,,,,,
NOIC,NORTHERN INDUSTRIAL CARRIERS LIMITE,,,,,
NOID,NARDONE OIL,,,,,
NOIO,NORTHERN OIL I INC,,,,,
NOIT,NORTHERN ILLINOIS TRANSIT,,,,,
NOIU,BOC NOWSCO INTERNATIONAL,,,,,
NOIW,NEWPORT ONE INC,,,,,
NOIY,NICOLETTI OIL INC,,,,,
NOKI,NAPCO TRUCKING INC,,,,,
NOKL,NORTHWESTERN OKLAHOMA RAILROAD COMP,,,,,
NOKZ,FIRST UNION RAIL,,,,,
NOLA,NOLAN TRANSPORTATION LLC,,,,,
NOLC,NEIGHBORS OIL LLC,,,,,
NOLD,NORTHLAND TRUCKING INC,,,,,
NOLL,NOLL TRUCKING CO INC,,,,,
NOLN,"NORTON LINE INC, THE",,,,,
NOLO,NOTS LOGISTICS LLC,,,,,
NOLP,NORTHLAND EXPRESS TRANSPORT,,,,,
NOLR,NEW ORLEANS LOWER COAST RAILROAD IN,,,,,
NOLS,NORTHLAND SERVICES INC,,,,,
NOLT,"NOLT, JOHN J CO",,,,,
NOLU,APL CO PTE LTD-NOL GROUP,,,,,
NOLY,NORTHERN LIGHTS ENERGY INC,,,,,
NOLZ,"NEPTUNE ORIENT LINES, LTD.",,,,,
NOMT,NAOMI TOURS INC,,,,,
NOMW,NETTUNO MARITIMA SA,,,,,
NONA,NO-NAME MOVERS,,,,,
NOND,NEVADA ONION,,,,,
NONE,NUMBER ONE SPEED EQUIP INC,,,,,
NONI,NON STOP SERVICES,,,,,
NONK,NINE ONE FOUR NINE-THREE THREE NINE,,,,,
NONM,NO NAME LOGISTICS INC,,,,,
NONT,"NORTHERN NECK TRANSFER, INC",,,,,
NONU,SCHENKER ITALIANA SPA,,,,,
NONZ,RRDC ASSIGNMENT,,,,,
NOOC,NORTHERN OIL COMPANY INC,,,,,
NOOF,NINE ONE ONE FIVE THREE THREE ZERO,,,,,
NOOM,NORTHERN OILSEED MILLS,,,,,
NOOR,NOORT TRUCKING LTD,,,,,
NOOV,NINE ONE ONE ZERO-TWO TWO ,,,,,
NOPI,NORTHWEST TRANSPORT COMPANY INC,,,,,
NOPK,NORTH PARK TRANSPORTATION CO,,,,,
NOPU,NOPAL LINES,,,,,
NOQC,NINE ONE SEVEN FOUR-FIVE SIX TWO ZE,,,,,
NOQE,NINE ONE TWO TWO-THREE ZERO EIGHT O,,,,,
NOQF,NORTHWEST FLOOR UNDERLAYMENTS,,,,,
NOQL,"NOLL, BILL",,,,,
NOQT,NORTH STAR VINYL WINDOWS AND DOORS,,,,,
NOR,NOR SHEENA LINES,,,,,
NORD,NORDAN EXPRESS INC,,,,,
NORH,NORSAR,,,,,
NORI,NORSTAR INDUSTRIES LTD,,,,,
NORJ,NORDICOM INC,,,,,
NORL,NORTEX LOGISTICS,,,,,
NORO,NORTHERN LOGISTICS INC,,,,,
NORQ,NORTH STAR,,,,,
NORR,NORGISTICS NORTH AMERICA INC,,,,,
NORS,NORTHSTAR TRANSPORTATION INC,,,,,
NORT,"NORMAND, ALAIN TRANSPORT INC",,,,,
NORU,"NORCO, LTD",,,,,
NORV,NORTHERN ROUTES TRANSPORTATION,,,,,
NORW,NORWOOD TRANSPORTATION INC,,,,,
NORY,NORTHWOODS TRANSFER,,,,,
NOSA,NORWEGIAN SPECIALIZED AUTOCARRIERS,,,,,
NOSC,NOSS BROTHERS TRUCKING INC,,,,,
NOSH,NORTH SHORE & CENTRAL ILLINOIS FRT,,,,,
NOSL,NORTH SHORE LOGISTICS CO,,,,,
NOSN,NINE ONE THREE ONE-SIX THREE TWO TH,,,,,
NOSR,NINE ONE SEVEN ZERO-ONE NINE ZERO F,,,,,
NOST,NORTHERN STATES TRANSPORTATION INC,,,,,
NOSU,APL CO PTE LTD-NOL GROUP,,,,,
NOSV,NORTHSTAR SERVICES LTD,,,,,
NOSW,NORTH STAR SHIPPING,,,,,
NOTA,NETWORK ONE (1) TRANSPORTATION CORP,,,,,
NOTC,NINE ONE FIVE THREE-THREE FOUR ,,,,,
NOTD,NINE ZERO SIX FIVE-ONE THREE TWO FO,,,,,
NOTE,NORTH PENN TRANSPORTATION,,,,,
NOTG,NORSEMEN TRUCKING INC,,,,,
NOTK,"NORTON, RALPH L",,,,,
NOTL,NINE ZERO ONE THREE-FOUR TWO TWO TW,,,,,
NOTM,NINE ONE TWO FIVE-THREE FOUR ZERO O,,,,,
NOTN,NINE ONE TWO NINE-TWO FOUR NINE ZER,,,,,
NOTP,NORTHERN LOGISTICS INC,,,,,
NOTR,NOTHERS,,,,,
NOTS,NORRENBERNS TRUCK SERVICE,,,,,
NOTV,NINE ZERO ONE THREE-FIVE THREE NINE,,,,,
NOVA,NOVATION TRANSPORTATION INC,,,,,
NOVB,NOVATTO,,,,,
NOVC,"NOVA TRANSPORTATION SERVICES, INC",,,,,
NOVD,NATIONAL OVERHEAD DOOR CO,,,,,
NOVF,NINE ONE SEVEN EIGHT-SIX FIVE EIGHT,,,,,
NOVK,NOVIK INC,,,,,
NOVO,NOVCO INC,,,,,
NOVP,NINE ONE SEVEN EIGHT-THREE SEVEN ON,,,,,
NOVT,NORTH VICTORIA TRUCKING LTD,,,,,
NOVU,NOVATRANS NOVA NATIE,,,,,
NOVV,NOVALINK LOGISTICS (NEPTUNE SHIPPIN,,,,,
NOVX,NOVELL DISTRIBUTION INC,,,,,
NOW,NORTHERN OHIO & WESTERN RAILWAY LTD,,,,,
NOWC,N O W TRUCKING INC,,,,,
NOWD,NOW DELIVERY LLC,,,,,
NOWE,NOW EXPRESS,,,,,
NOWL,NOW & LATER TRANSPORTATION,,,,,
NOWM,NORTHWEST MOVING SERVICES INC,,,,,
NOWN,NOW OR NEVER,,,,,
NOWS,NORTH WIND LOGISTICS INC,,,,,
NOWU,NORWOOD SHIPPING SA,,,,,
NOWV,NOW OR NEVER TRUCKING INC,,,,,
NOXL,NETCO TRANSPORT LLC,,,,,
NOXN,NINE ONE SIX TWO NINE ,,,,,
NOYE,"NOYES, DAVID TRUCKING",,,,,
NOZC,NINE ONE ZERO FOUR-FOUR FIVE ONE ON,,,,,
NOZD,NINE ONE TWO FIVE-ZERO EIGHT TWO NI,,,,,
NOZF,NINE ONE ZERO FIVE-TWO FIVE SIX THR,,,,,
NOZI,NINE ONE ZERO SIX-ONE SIX ZERO SIX,,,,,
NOZL,NINE ONE ZERO SEVEN-ONE SEVEN ZERO,,,,,
NOZN,NINE ONE ZERO EIGHT NINE SIX ZERO S,,,,,
NOZT,NINE ONE ZERO TWO-FIVE SIX SEVEN SI,,,,,
NPAD,NPA DE MEXICO SA DE CV,,,,,
NPAL,"NEGRETE PADILLA, ANGELICA LETICIA,",,,,,
NPAP,NETWORK PAPER AND PACKAGING LTD,,,,,
NPAT,NAPA TRANSPORTATION INC,,,,,
NPB,NORFOLK & PORTSMOUTH BELT LINE RAIL,,,,,
NPCC,NORTHPORT CORPORATION OF ST CLOUD,,,,,
NPCN,NEWPORT CONTAINER LINE INC,,,,,
NPCT,"NORTHERN POULTRY COMPANY, THE",,,,,
NPCU,NEWPORT TANK CONTAINERS INC,,,,,
NPCW,NPC,,,,,
NPCX,EQUISTAR CHEMICALS LP,,,,,
NPDF,NEWPARK DRILLING FLUIDS,,,,,
NPDN,NORTHERN PLAINS DISTRIBUTING INC,,,,,
NPEC,NCD PACKAGE EXPRESS INC,,,,,
NPEE,NPE INC,,,,,
NPEQ,NATIONAL PRIDE EQUIPMENT,,,,,
NPET,NICKEY PETROLEUM,,,,,
NPFI,NORTHERN PRIDE FREIGHT INC,,,,,
NPGC,NORTHWEST PROPANE GAS CO,,,,,
NPGI,NELSON PROPANE GAS INC,,,,,
NPGS,NONNA PIAS GOURMET SAUCES LTD,,,,,
NPGX,NEWPAGE CORPORATION,,,,,
NPHG,NORTHERN PROFESSIONAL HUNTING GUIDE,,,,,
NPIC,NOKOTA PACKERS INCORPORATED,,,,,
NPID,NORTHSTAR PRODUCE INC,,,,,
NPIN,NOVELLA PLASTICS INC,,,,,
NPIQ,NORTHLAND PALLET INC,,,,,
NPIR,NEW SPIRIT SHIPPING INC,,,,,
NPJF,"NEEB, P & J FARM ",,,,,
AGRI,PRODUCTS,,,,,
NPJW,NEPTUNE TRANSPORTATION INC,,,,,
NPKE,NATIONAL PACKERS EXPRESS INC,,,,,
NPKP,NIPPON KONPO UNYU SOKO CO LTD,,,,,
NPKT,NIP & TUCK TRUCKING,,,,,
NPLG,NORTH POINT LOGISTICS INC,,,,,
NPLK,"NELSON, P L TRUCKING",,,,,
NPLP,NRG PETROLEUM LP,,,,,
NPLW,NAVIG8 PTE LTD,,,,,
NPMA,NASSAU PRINTING MACHINERY INC,,,,,
NPME,"NEW PENN MOTOR EXPRESS, INC",,,,,
NPMI,NORTH PACIFIC MARITIME INC,,,,,
NPMR,NAVY POINT MARINE INC,,,,,
NPNE,NIPPON EXPRESS U S A (ILLINOIS) INC,,,,,
NPNI,NUTRITION PARTNERS INC,,,,,
NPOL,NIAGARA POOL FILLING CO INC,,,,,
NPON,NIPPON EXPRESS USA INC,,,,,
NPOT,NPO TRANSPORTATION,,,,,
NPPC,NESTLE PURINA PETCARE CO,,,,,
NPPX,NEBRASKA PUBLIC POWER CO.,,,,,
NPR,NORTHERN PLAINS RAILROAD INC,,,,,
NPRC,NEWPORT CARRIERS INC,,,,,
NPRD,NORTHERN PRIDE INC,,,,,
NPRI,NATIONAL PAPER RECYCLING INC,,,,,
NPRL,NIAGARA PALLET & RECYCLERS LTD,,,,,
NPRS,NEWSPRESS,,,,,
NPRT,NI PRODUITS,,,,,
NPRU,SEA STAR LINE LLC,,,,,
NPRX,CANADIAN NORTHERN RAILWAY LLC,,,,,
NPSA,NORTH POLE SUPPLY LLC,,,,,
NPSG,NEW PARADISE SHIPPING INC,,,,,
NPSL,NORTH PACIFIC STEAMSHIP LINES,,,,,
NPSN,NORTHWEST PROPELLER SERVICE INC,,,,,
NPSO,NORTHERN POWER SPORTS,,,,,
NPSP,NEW PROSPECT SHIPPING INC,,,,,
NPSR,NPS TRUCKING,,,,,
NPSW,NEW PREMIUM SHIPPING LIMITED,,,,,
NPTA,NORTH PRAIRIE TRANSPORTATION,,,,,
NPTC,NEWPORT TANK CONTAINERS INC,,,,,
NPTD,NEW POWER TRUCKING,,,,,
NPTE,NATIONAL PARK TRANSPORTS,,,,,
NPTG,"NUNEZ, PEDRO TRUCKING",,,,,
NPTH,NEXUS PACIFIC TRANSPORT INC,,,,,
NPTK,NORTHERN PLAINS TRACK INC,,,,,
NPTV,NP TRANSPORT,,,,,
NPTY,NP TRANSPORTATION INC,,,,,
NPUI,NEPTUNE LINES INC,,,,,
NPXS,N P EXPRESS,,,,,
NQBC,NINE ZERO FOUR EIGHT-ZERO EIGHT FOU,,,,,
NQCD,NORQUAY COLONY LTD,,,,,
NQCN,NINE ONE ZERO TWO-FOUR NINE SIX EIG,,,,,
NQEF,N E F,,,,,
NQIC,NINE ONE SIX ZERO-THREE SEVEN FOUR,,,,,
NQOR,NOR TRANSPORTATION SERVICE INC,,,,,
NQPS,NORTHWEST PETROLEUM SERVICES,,,,,
NQSH,NETWORK SHIPPING LTD (A LIBERIAN CO,,,,,
NQTI,NTI,,,,,
NQTS,NTS LLC,,,,,
NQWT,NEW WORLD TRADE TRANSPORTS INC,,,,,
NRAC,NIAGARA RACE CRAFTERS INC,,,,,
NRAD,NATIONAL ROUTING AND DISTRIBUTION I,,,,,
NRAO,NORTHERN REFRIGERATED TRANSPORTATIO,,,,,
NRAW,NORTHLAND CARRIERS INC,,,,,
NRAX,NEWELL RECYCLING OF ATLANTA INC,,,,,
NRBK,NORBROOK INDUSTRIES LTD,,,,,
NRBX,FRUIT GROWERS EXPRESS COMPANY,,,,,
NRCB,NORTH CARIBBEAN TRANSPORT INC,,,,,
NRCC,NOLAN TRANSPORT,,,,,
NRCD,NORTHEASTERN PAVERS INC,,,,,
NRCE,NRC ENVIRONMENTAL SERVICES INC,,,,,
NRCH,NUR GEMICILIK VE TICARET A S,,,,,
NRCL,NATIONAL RETAIL CONSOLIDATORS,,,,,
NRCN,NOR CAN POST AND POLES SALES LTD,,,,,
NRCO,NORTH COLLINS CYLINDER GAS CO INC,,,,,
NRCQ,NATIONAL RESEARCH COUNCIL,,,,,
NRCR,NORTHEASTERN CARRIERS INC,,,,,
NRCX,NORTHERN RAIL CAR CORP.,,,,,
NRDA,NORDIC AIR INC,,,,,
NRDC,NESTLE R & D CENTER INC,,,,,
NRDM,NORDIC MARITIME SERVICES AS,,,,,
NRDN,"NICHOLLS, R DISTRIBUTORS INC",,,,,
NRDO,NORTHLAND TRANSPORTATION INC,,,,,
NRDR,"NOLET, R DRIVING SERVICE",,,,,
NRDS,NORDQUIST TRUCKING INC,,,,,
NRDX,RAIL LOGISTICS LC,,,,,
NREC,NEW RAM EXPRESS LLC,,,,,
NREF,NATIONAL REFRIGERANTS INC,,,,,
NREO,NORTHEAST TRANSPORTATION INC,,,,,
NREP,NR EXPRESS INC,,,,,
NREW,"NAUGLE, RICHARD EDWIN",,,,,
NREX,NATIONAL RAILWAY EQUIPMENT CO.,,,,,
NRFG,NATIONAL RAPID FREIGHT LLC,,,,,
NRFH,NRF HEAVY HAULING,,,,,
NRFI,NEW RISING FENIX INC,,,,,
NRFK,NORFOLK TRANSPORT LTD,,,,,
NRFL,NORTHERN FRONTIER LOGISTICS CORP,,,,,
NRFO,NINE ZERO FIVE SIX - EIGHT TWO EIGH,,,,,
NRGA,NORIEGAS TRUCKING,,,,,
NRGC,NRG TRANSPORT,,,,,
NRGX,NRG ENERGY INC,,,,,
NRHA,"NORTH, HAROLD TRUCKING LTD",,,,,
NRHC,NORTH CARRIAGE TRANSPORT,,,,,
NRHL,NORTHAM,,,,,
NRHR,NORTHRIDGE EXPRESS INC,,,,,
NRHS,NORTHEASTERN SOLUTIONS CORP,,,,,
NRHV,"NIGHELLI, RC HEATING SERVICES LLC",,,,,
NRHX,NATIONAL RAILWAY HISTORICAL SOCIETY,,,,,
NRI,NEBKOTA RAILWAY INC,,,,,
NRIN,NORAM INTERIORS LTD,,,,,
NRIQ,NSM RECYCLING INC,,,,,
NRIU,NATIONAL REFRIGERANTS INC,,,,,
NRIX,"NATIONAL REFRIGERANTS, INC.",,,,,
NRKI,NR TRUCKING INC,,,,,
NRKT,"NICKELL, RICK TRUCKING INC",,,,,
NRLK,NORLOK TECHNOLOGY INC,,,,,
NRLL,NORSUL LINE,,,,,
NRLX,BOMBARDIER CAPITAL RAIL INC,,,,,
NRMA,NORMANDIN TRANSIT INC,,,,,
NRML,NORTH ARM TRANSPORTATION LTD,,,,,
NRMO,NORAMCO TRANSPORT CORP,,,,,
